client_name,client_slug,industry,website_url,instagram_handle,facebook_page_url,brand_folder,strategie_md,logo,photos_contexte,photos_brutes_folder
StrictFood,strictfood,Food & Fitness,https://strictfood.fr,@strictfood,,,,,,
